,words,sounds,sents
6045,skepticism,"['S', 'K', 'EH', 'P', 'T', 'IH', 'S', 'IH', 'Z', 'AH', 'M']",-0.25
6046,skepticisms,"['S', 'K', 'EH', 'P', 'T', 'AH', 'S', 'IH', 'Z', 'AH', 'M', 'Z']",-0.296
6047,skeptics,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K', 'S']",-0.1027
6048,slam,"['S', 'L', 'AE', 'M']",-0.3818
6049,slash,"['S', 'L', 'AE', 'SH']",-0.2732
6050,slashed,"['S', 'L', 'AE', 'SH', 'T']",-0.2263
6051,slashes,"['S', 'L', 'AE', 'SH', 'IH', 'Z']",-0.2023
6052,slashing,"['S', 'L', 'AE', 'SH', 'IH', 'NG']",-0.2732
6053,slavery,"['S', 'L', 'EY', 'V', 'ER', 'IY']",-0.7003
6054,sleeplessness,"['S', 'L', 'IY', 'P', 'L', 'AH', 'S', 'N', 'AH', 'S']",-0.3818
6055,slicker,"['S', 'L', 'IH', 'K', 'ER']",0.1027
6056,slickest,"['S', 'L', 'IH', 'K', 'AH', 'S', 'T']",0.0772
6057,sluggish,"['S', 'L', 'AH', 'G', 'IH', 'SH']",-0.4019
6058,slut,"['S', 'L', 'AH', 'T']",-0.5859
6059,sluts,"['S', 'L', 'AH', 'T', 'S']",-0.5719
6060,sluttier,"['S', 'L', 'AH', 'T', 'AY', 'AH', 'R']",-0.5719
6061,sluttiest,"['S', 'L', 'AH', 'T', 'AY', 'AH', 'S', 'T']",-0.6249
6062,sluttish,"['S', 'L', 'AH', 'T', 'AH', 'SH']",-0.4939
6063,sluttishly,"['S', 'L', 'AH', 'T', 'IH', 'SH', 'L', 'IY']",-0.4767
6064,sluttishness,"['S', 'L', 'AH', 'T', 'IH', 'SH', 'N', 'AH', 'S']",-0.5423
6065,sluttishnesses,"['S', 'L', 'AH', 'T', 'IH', 'SH', 'N', 'EH', 'S', 'AH', 'Z']",-0.4588
6066,slutty,"['S', 'L', 'AH', 'T', 'IY']",-0.5106
6067,smart,"['S', 'M', 'AA', 'R', 'T']",0.4019
6068,smartass,"['S', 'M', 'AA', 'R', 'T', 'AE', 'S']",-0.4767
6069,smartasses,"['S', 'M', 'AA', 'R', 'T', 'AE', 'S', 'IH', 'Z']",-0.4019
6070,smarted,"['S', 'M', 'AA', 'R', 'T', 'AH', 'D']",0.1779
6071,smarten,"['S', 'M', 'AA', 'R', 'T', 'AH', 'N']",0.4404
6072,smartened,"['S', 'M', 'AA', 'R', 'T', 'AH', 'N', 'D']",0.3612
6073,smartening,"['S', 'M', 'AA', 'R', 'T', 'AH', 'N', 'IH', 'NG']",0.4019
6074,smartens,"['S', 'M', 'AA', 'R', 'T', 'AH', 'N', 'Z']",0.3612
6075,smarter,"['S', 'M', 'AA', 'R', 'T', 'ER']",0.4588
6076,smartest,"['S', 'M', 'AA', 'R', 'T', 'AH', 'S', 'T']",0.6124
6077,smartie,"['S', 'M', 'AA', 'R', 'T', 'IY']",0.3182
6078,smarties,"['S', 'M', 'AA', 'R', 'T', 'IY', 'Z']",0.4019
6079,smarting,"['S', 'M', 'AA', 'R', 'T', 'IH', 'NG']",-0.1779
6080,smartly,"['S', 'M', 'AA', 'R', 'T', 'L', 'IY']",0.3612
6081,smartness,"['S', 'M', 'AA', 'R', 'T', 'N', 'IH', 'S']",0.4588
6082,smartnesses,"['S', 'M', 'AA', 'R', 'T', 'N', 'AH', 'S', 'IH', 'Z']",0.3612
6083,smarts,"['S', 'M', 'AA', 'R', 'T', 'S']",0.3818
6084,smartweed,"['S', 'M', 'AA', 'R', 'T', 'W', 'IY', 'D']",0.0516
6085,smartweeds,"['S', 'M', 'AA', 'R', 'T', 'W', 'IY', 'D', 'Z']",0.0258
6086,smarty,"['S', 'M', 'AA', 'R', 'T', 'IY']",0.2732
6087,smear,"['S', 'M', 'IH', 'R']",-0.3612
6088,smilax,"['S', 'M', 'IH', 'L', 'AH', 'K', 'S']",0.1531
6089,smilaxes,"['S', 'M', 'IH', 'L', 'AH', 'K', 'S']",0.0772
6090,smile,"['S', 'M', 'AY', 'L']",0.3612
6091,smiled,"['S', 'M', 'AY', 'L', 'D']",0.5423
6092,smileless,"['S', 'M', 'AY', 'L', 'AH', 'S']",-0.34
6093,smiler,"['S', 'M', 'AY', 'L', 'ER']",0.4019
6094,smiles,"['S', 'M', 'AY', 'L', 'Z']",0.4767
6095,smiley,"['S', 'M', 'AY', 'L', 'IY']",0.4019
6096,smileys,"['S', 'M', 'AY', 'L', 'IY', 'Z']",0.3612
6097,smiling,"['S', 'M', 'AY', 'L', 'IH', 'NG']",0.4588
6098,smilingly,"['S', 'M', 'AY', 'L', 'IH', 'NG', 'L', 'IY']",0.5106
6099,smog,"['S', 'M', 'AA', 'G']",-0.296
6100,smother,"['S', 'M', 'AH', 'DH', 'ER']",-0.4215
6101,smothered,"['S', 'M', 'AH', 'DH', 'ER', 'D']",-0.2263
6102,smothering,"['S', 'M', 'AH', 'DH', 'ER', 'IH', 'NG']",-0.34
6103,smothers,"['S', 'M', 'AH', 'DH', 'ER', 'Z']",-0.4404
6104,smothery,"['S', 'M', 'AH', 'DH', 'ER', 'IY']",-0.2732
6105,smug,"['S', 'M', 'AH', 'G']",0.2023
6106,smugger,"['S', 'M', 'AH', 'G', 'ER']",-0.25
6107,smuggest,"['S', 'M', 'AH', 'G', 'AH', 'S', 'T']",-0.3612
6108,smuggle,"['S', 'M', 'AH', 'G', 'AH', 'L']",-0.3818
6109,smuggled,"['S', 'M', 'AH', 'G', 'AH', 'L', 'D']",-0.3612
6110,smuggler,"['S', 'M', 'AH', 'G', 'L', 'ER']",-0.4767
6111,smuggler,"['S', 'M', 'AH', 'G', 'AH', 'L', 'ER']",-0.4767
6112,smugglers,"['S', 'M', 'AH', 'G', 'L', 'ER', 'Z']",-0.34
6113,smugglers,"['S', 'M', 'AH', 'G', 'AH', 'L', 'ER', 'Z']",-0.34
6114,smuggles,"['S', 'M', 'AH', 'G', 'AH', 'L', 'Z']",-0.4019
6115,smuggling,"['S', 'M', 'AH', 'G', 'L', 'IH', 'NG']",-0.4767
6116,smuggling,"['S', 'M', 'AH', 'G', 'AH', 'L', 'IH', 'NG']",-0.4767
6117,smugly,"['S', 'M', 'AH', 'G', 'L', 'IY']",0.0516
6118,smugness,"['S', 'M', 'AH', 'G', 'N', 'AH', 'S']",-0.34
6119,smugnesses,"['S', 'M', 'AH', 'G', 'N', 'AH', 'S', 'IH', 'Z']",-0.4019
6120,sneaky,"['S', 'N', 'IY', 'K', 'IY']",-0.2263
6121,snob,"['S', 'N', 'AA', 'B']",-0.4588
6122,snobbery,"['S', 'N', 'AA', 'B', 'ER', 'IY']",-0.4588
6123,snobbier,"['S', 'N', 'AA', 'B', 'IY', 'ER']",-0.1779
6124,snobbiest,"['S', 'N', 'AA', 'B', 'IY', 'AH', 'S', 'T']",-0.128
6125,snobbily,"['S', 'N', 'AA', 'B', 'IY', 'L', 'IY']",-0.3818
6126,snobbish,"['S', 'N', 'AA', 'B', 'IH', 'SH']",-0.2263
6127,snobbishly,"['S', 'N', 'AA', 'B', 'IH', 'SH', 'L', 'IY']",-0.296
6128,snobbishness,"['S', 'N', 'AA', 'B', 'IH', 'SH', 'N', 'AH', 'S']",-0.2732
6129,snobbishnesses,"['S', 'N', 'AA', 'B', 'IH', 'SH', 'N', 'AH', 'S', 'IH', 'Z']",-0.4019
6130,snobbism,"['S', 'N', 'AA', 'B', 'IH', 'Z', 'AH', 'M']",-0.25
6131,snobbisms,"['S', 'N', 'AA', 'B', 'IH', 'Z', 'AH', 'M', 'Z']",-0.0772
6132,snobby,"['S', 'N', 'AA', 'B', 'IY']",-0.4019
6133,snobs,"['S', 'N', 'AA', 'B', 'Z']",-0.34
6134,snub,"['S', 'N', 'AH', 'B']",-0.4215
6135,snubbed,"['S', 'N', 'AH', 'B', 'D']",-0.4588
6136,snubbing,"['S', 'N', 'AH', 'B', 'IH', 'NG']",-0.2263
6137,snubs,"['S', 'N', 'AH', 'B', 'Z']",-0.4767
6138,sobbed,"['S', 'AA', 'B', 'D']",-0.4404
6139,sobbing,"['S', 'AA', 'B', 'IH', 'NG']",-0.3818
6140,sobering,"['S', 'OW', 'B', 'ER', 'IH', 'NG']",-0.2023
6141,sobs,"['S', 'AA', 'B', 'Z']",-0.5423
6142,sociabilities,"['S', 'OW', 'SH', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'EH', 'Z']",0.296
6143,sociability,"['S', 'OW', 'SH', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'EH']",0.2732
6144,sociable,"['S', 'OW', 'SH', 'AH', 'B', 'AH', 'L']",0.4404
6145,sociableness,"['S', 'OW', 'SH', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",0.3612
6146,sociably,"['S', 'OW', 'SH', 'AH', 'B', 'L', 'IY']",0.3818
6147,sok,"['S', 'AA', 'K']",0.3182
6148,solemn,"['S', 'AA', 'L', 'AH', 'M']",-0.0772
6149,solemnified,"['S', 'AA', 'L', 'AH', 'M', 'AH', 'F', 'AY', 'D']",-0.128
6150,solemnifies,"['S', 'AA', 'L', 'AH', 'M', 'AH', 'F', 'AY', 'Z']",-0.128
6151,solemnify,"['S', 'AA', 'L', 'AH', 'M', 'AH', 'F', 'AY']",0.0772
6152,solemnifying,"['S', 'AA', 'L', 'AH', 'M', 'AH', 'F', 'AY', 'IH', 'NG']",0.0258
6153,solemnities,"['S', 'AH', 'L', 'EH', 'M', 'N', 'AH', 'T', 'IY', 'Z']",0.0772
6154,solemnity,"['S', 'AH', 'L', 'EH', 'M', 'N', 'AH', 'T', 'IY']",-0.2732
6155,solemnization,"['S', 'AA', 'L', 'AH', 'M', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']",0.1779
6156,solemnize,"['S', 'AA', 'L', 'AH', 'M', 'AY', 'Z']",0.0772
6157,solemnized,"['S', 'AA', 'L', 'AH', 'M', 'AY', 'Z', 'D']",-0.1779
6158,solemnizes,"['S', 'AA', 'L', 'AH', 'M', 'AY', 'Z', 'IH', 'Z']",0.1531
6159,solemnizing,"['S', 'AA', 'L', 'AH', 'M', 'AY', 'Z', 'IH', 'NG']",-0.1531
6160,solemnly,"['S', 'AO', 'L', 'AH', 'M', 'L', 'IY']",0.2023
6161,solid,"['S', 'AA', 'L', 'AH', 'D']",0.1531
6162,solidarity,"['S', 'AA', 'L', 'AH', 'D', 'EH', 'R', 'AH', 'T', 'IY']",0.296
6163,solution,"['S', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",0.3182
6164,solutions,"['S', 'AH', 'L', 'UW', 'SH', 'AH', 'N', 'Z']",0.1779
6165,solve,"['S', 'AA', 'L', 'V']",0.2023
6166,solved,"['S', 'AA', 'L', 'V', 'D']",0.2732
6167,solves,"['S', 'AA', 'L', 'V', 'Z']",0.2732
6168,solving,"['S', 'AA', 'L', 'V', 'IH', 'NG']",0.34
6169,somber,"['S', 'AA', 'M', 'B', 'ER']",-0.4215
6170,son-of-a-bitch,"['S', 'AH', 'N', 'AH', 'V', 'AH', 'B', 'IH', 'CH']",-0.5719
6171,soothe,"['S', 'UW', 'DH']",0.3612
6172,soothed,"['S', 'UW', 'DH', 'D']",0.128
6173,soothing,"['S', 'UW', 'DH', 'IH', 'NG']",0.3182
6174,sophisticated,"['S', 'AH', 'F', 'IH', 'S', 'T', 'AH', 'K', 'EY', 'T', 'IH', 'D']",0.5574
6175,sophisticated,"['S', 'AH', 'F', 'IH', 'S', 'T', 'IH', 'K', 'EY', 'T', 'AH', 'D']",0.5574
6176,sore,"['S', 'AO', 'R']",-0.3612
6177,sorrow,"['S', 'AA', 'R', 'OW']",-0.5267
6178,sorrowed,"['S', 'AA', 'R', 'OW', 'D']",-0.5267
6179,sorrower,"['S', 'AA', 'R', 'OW', 'ER']",-0.5106
6180,sorrowful,"['S', 'AA', 'R', 'OW', 'F', 'AH', 'L']",-0.4939
6181,sorrowfully,"['S', 'AA', 'R', 'OW', 'F', 'AH', 'L', 'IY']",-0.5106
6182,sorrowfulness,"['S', 'AA', 'R', 'OW', 'F', 'AH', 'L', 'N', 'AH', 'S']",-0.5423
6183,sorrowing,"['S', 'AA', 'R', 'OW', 'IH', 'NG']",-0.4019
6184,sorrows,"['S', 'AA', 'R', 'OW', 'Z']",-0.3818
6185,sorry,"['S', 'AA', 'R', 'IY']",-0.0772
6186,soulmate,"['S', 'OW', 'L', 'M', 'EY', 'T']",0.5994
6187,spam,"['S', 'P', 'AE', 'M']",-0.3612
6188,spammer,"['S', 'P', 'AE', 'M', 'AH', 'R']",-0.4939
6189,spammers,"['S', 'P', 'AE', 'M', 'AH', 'R', 'Z']",-0.3818
6190,spamming,"['S', 'P', 'AE', 'M', 'AH', 'NG']",-0.4767
6191,spark,"['S', 'P', 'AA', 'R', 'K']",0.2263
6192,sparkle,"['S', 'P', 'AA', 'R', 'K', 'AH', 'L']",0.4215
6193,sparkles,"['S', 'P', 'AA', 'R', 'K', 'AH', 'L', 'Z']",0.3182
6194,sparkling,"['S', 'P', 'AA', 'R', 'K', 'L', 'IH', 'NG']",0.296
6195,sparkling,"['S', 'P', 'AA', 'R', 'K', 'AH', 'L', 'IH', 'NG']",0.296
6196,special,"['S', 'P', 'EH', 'SH', 'AH', 'L']",0.4019
6197,speculative,"['S', 'P', 'EH', 'K', 'Y', 'AH', 'L', 'AH', 'T', 'IH', 'V']",0.1027
6198,spirit,"['S', 'P', 'IH', 'R', 'AH', 'T']",0.1779
6199,spirit,"['S', 'P', 'IH', 'R', 'IH', 'T']",0.1779
6200,spirited,"['S', 'P', 'IH', 'R', 'IH', 'T', 'AH', 'D']",0.3182
6201,spiritless,"['S', 'P', 'IH', 'R', 'AH', 'T', 'L', 'AH', 'S']",-0.3182
6202,spite,"['S', 'P', 'AY', 'T']",-0.5267
6203,spited,"['S', 'P', 'AY', 'T', 'IH', 'D']",-0.5267
6204,spiteful,"['S', 'P', 'AY', 'T', 'F', 'AH', 'L']",-0.4404
6205,spitefully,"['S', 'P', 'AY', 'T', 'F', 'AH', 'L', 'IY']",-0.5106
6206,spitefulness,"['S', 'P', 'AY', 'T', 'F', 'AH', 'L', 'N', 'AH', 'S']",-0.3612
6207,spitefulnesses,"['S', 'P', 'AY', 'T', 'F', 'AH', 'L', 'N', 'AH', 'S', 'IH', 'Z']",-0.5106
6208,spites,"['S', 'P', 'AY', 'T', 'S']",-0.34
6209,splendent,"['S', 'P', 'L', 'EH', 'N', 'D', 'AH', 'N', 'T']",0.5719
6210,splendid,"['S', 'P', 'L', 'EH', 'N', 'D', 'IH', 'D']",0.5859
6211,splendidly,"['S', 'P', 'L', 'EH', 'N', 'D', 'AH', 'D', 'L', 'IY']",0.4767
6212,splendidness,"['S', 'P', 'L', 'EH', 'N', 'D', 'AH', 'D', 'N', 'AH', 'S']",0.5106
6213,splendiferous,"['S', 'P', 'L', 'EH', 'N', 'D', 'IH', 'F', 'AH', 'R', 'AH', 'S']",0.5574
6214,splendiferously,"['S', 'P', 'L', 'EH', 'N', 'D', 'AH', 'F', 'EH', 'R', 'OW', 'AH', 'S', 'L', 'IY']",0.4404
6215,splendiferousness,"['S', 'P', 'L', 'EH', 'N', 'D', 'IH', 'F', 'AH', 'R', 'AW', 'Z', 'N', 'AH', 'S']",0.4019
6216,splendor,"['S', 'P', 'L', 'EH', 'N', 'D', 'ER']",0.6124
6217,splendorous,"['S', 'P', 'L', 'EH', 'N', 'D', 'ER', 'AH', 'S']",0.4939
6218,splendors,"['S', 'P', 'L', 'EH', 'N', 'D', 'ER', 'Z']",0.4588
6219,splendour,"['S', 'P', 'L', 'EH', 'N', 'D', 'AH', 'R']",0.4939
6220,splendours,"['S', 'P', 'L', 'EH', 'N', 'D', 'OW', 'Y', 'AH', 'R', 'Z']",0.4939
6221,splendrous,"['S', 'P', 'L', 'EH', 'N', 'D', 'R', 'AH', 'S']",0.4939
6222,sprightly,"['S', 'P', 'R', 'AY', 'T', 'L', 'IY']",0.4588
6223,squelched,"['S', 'K', 'W', 'EH', 'L', 'CH', 'T']",-0.25
6224,stab,"['S', 'T', 'AE', 'B']",-0.5859
6225,stabbed,"['S', 'T', 'AE', 'B', 'D']",-0.4404
6226,stable,"['S', 'T', 'EY', 'B', 'AH', 'L']",0.296
6227,stabs,"['S', 'T', 'AE', 'B', 'Z']",-0.4404
6228,stall,"['S', 'T', 'AO', 'L']",-0.2023
6229,stalled,"['S', 'T', 'AO', 'L', 'D']",-0.2023
6230,stalling,"['S', 'T', 'AO', 'L', 'IH', 'NG']",-0.2023
6231,stamina,"['S', 'T', 'AE', 'M', 'AH', 'N', 'AH']",0.296
6232,stammer,"['S', 'T', 'AE', 'M', 'ER']",-0.2263
6233,stammered,"['S', 'T', 'AE', 'M', 'ER', 'D']",-0.2263
6234,stammerer,"['S', 'T', 'AE', 'M', 'ER', 'ER']",-0.2732
6235,stammerers,"['S', 'T', 'AE', 'M', 'ER', 'ER', 'Z']",-0.2023
6236,stammering,"['S', 'T', 'AE', 'M', 'ER', 'IH', 'NG']",-0.25
6237,stammers,"['S', 'T', 'AE', 'M', 'ER', 'Z']",-0.2023
6238,stampede,"['S', 'T', 'AE', 'M', 'P', 'IY', 'D']",-0.4215
6239,stank,"['S', 'T', 'AE', 'NG', 'K']",-0.4404
6240,startle,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L']",-0.3182
6241,startled,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L', 'D']",-0.1779
6242,startlement,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L', 'M', 'AH', 'N', 'T']",-0.128
6243,startlements,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L', 'M', 'AH', 'N', 'T', 'S']",0.0516
6244,startler,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L', 'ER']",-0.2023
6245,startlers,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L', 'ER', 'Z']",-0.128
6246,startles,"['S', 'T', 'AA', 'R', 'T', 'AH', 'L', 'Z']",-0.128
6247,startling,"['S', 'T', 'AA', 'R', 'T', 'L', 'IH', 'NG']",0.0772
6248,startlingly,"['S', 'T', 'AA', 'R', 'T', 'L', 'IH', 'NG', 'L', 'IY']",-0.0772
6249,starve,"['S', 'T', 'AA', 'R', 'V']",-0.4404
6250,starved,"['S', 'T', 'AA', 'R', 'V', 'D']",-0.5574
6251,starves,"['S', 'T', 'AA', 'R', 'V', 'Z']",-0.5106
6252,starving,"['S', 'T', 'AA', 'R', 'V', 'IH', 'NG']",-0.4215
6253,steadfast,"['S', 'T', 'EH', 'D', 'F', 'AE', 'S', 'T']",0.25
6254,steal,"['S', 'T', 'IY', 'L']",-0.4939
6255,stealable,"['S', 'T', 'IY', 'L', 'AH', 'B', 'AH', 'L']",-0.4019
6256,stealer,"['S', 'T', 'IY', 'L', 'ER']",-0.4019
6257,stealers,"['S', 'T', 'IY', 'L', 'ER', 'Z']",-0.4939
6258,stealing,"['S', 'T', 'IY', 'L', 'IH', 'NG']",-0.5719
6259,stealings,"['S', 'T', 'IY', 'L', 'IH', 'NG', 'Z']",-0.4404
6260,steals,"['S', 'T', 'IY', 'L', 'Z']",-0.5106
6261,stealth,"['S', 'T', 'EH', 'L', 'TH']",-0.0772
6262,stealthier,"['S', 'T', 'EH', 'L', 'TH', 'IY', 'ER']",-0.0772
6263,stealthiest,"['S', 'T', 'EH', 'L', 'TH', 'IY', 'AH', 'S', 'T']",0.1027
6264,stealthily,"['S', 'T', 'EH', 'L', 'TH', 'IY', 'L', 'IY']",0.0258
6265,stealthiness,"['S', 'T', 'EH', 'L', 'TH', 'IY', 'N', 'AH', 'S']",0.0516
6266,stealths,"['S', 'T', 'EH', 'L', 'TH', 'S']",-0.0772
6267,stealthy,"['S', 'T', 'EH', 'L', 'TH', 'IY']",-0.0258
6268,stench,"['S', 'T', 'EH', 'N', 'CH']",-0.5106
6269,stenches,"['S', 'T', 'EH', 'N', 'CH', 'IH', 'Z']",-0.3612
6270,stenchful,"['S', 'T', 'EH', 'N', 'CH', 'F', 'AH', 'L']",-0.5267
6271,stenchy,"['S', 'T', 'EH', 'N', 'CH', 'IY']",-0.5106
6272,stereotype,"['S', 'T', 'EH', 'R', 'IY', 'OW', 'T', 'AY', 'P']",-0.3182
6273,stereotyped,"['S', 'T', 'EH', 'R', 'IY', 'OW', 'T', 'AY', 'P', 'T']",-0.296
6274,stifled,"['S', 'T', 'AY', 'F', 'AH', 'L', 'D']",-0.34
6275,stimulate,"['S', 'T', 'IH', 'M', 'Y', 'AH', 'L', 'EY', 'T']",0.2263
6276,stimulated,"['S', 'T', 'IH', 'M', 'Y', 'AH', 'L', 'EY', 'T', 'AH', 'D']",0.2263
6277,stimulated,"['S', 'T', 'IH', 'M', 'Y', 'AH', 'L', 'EY', 'T', 'IH', 'D']",0.2263
6278,stimulates,"['S', 'T', 'IH', 'M', 'Y', 'AH', 'L', 'EY', 'T', 'S']",0.25
6279,stimulating,"['S', 'T', 'IH', 'M', 'Y', 'AH', 'L', 'EY', 'T', 'IH', 'NG']",0.4404
6280,stingy,"['S', 'T', 'IH', 'N', 'JH', 'IY']",-0.3818
6281,stink,"['S', 'T', 'IH', 'NG', 'K']",-0.4019
6282,stinkard,"['S', 'T', 'IH', 'NG', 'K', 'AH', 'R', 'D']",-0.5106
6283,stinkards,"['S', 'T', 'IH', 'NG', 'K', 'AH', 'R', 'D', 'Z']",-0.25
6284,stinkbug,"['S', 'T', 'IH', 'NG', 'K', 'B', 'AH', 'G']",-0.0516
6285,stinkbugs,"['S', 'T', 'IH', 'NG', 'K', 'B', 'AH', 'G', 'Z']",-0.25
6286,stinker,"['S', 'T', 'IH', 'NG', 'K', 'ER']",-0.3612
6287,stinkers,"['S', 'T', 'IH', 'NG', 'K', 'ER', 'Z']",-0.296
6288,stinkhorn,"['S', 'T', 'IH', 'NG', 'K', 'HH', 'AO', 'R', 'N']",-0.0516
6289,stinkhorns,"['S', 'T', 'IH', 'NG', 'K', 'HH', 'AO', 'R', 'N', 'Z']",-0.2023
6290,stinkier,"['S', 'T', 'IH', 'NG', 'K', 'IY', 'ER']",-0.3612
6291,stinkiest,"['S', 'T', 'IH', 'NG', 'K', 'IY', 'AH', 'S', 'T']",-0.4767
6292,stinking,"['S', 'T', 'IH', 'NG', 'K', 'IH', 'NG']",-0.5267
6293,stinkingly,"['S', 'T', 'IH', 'NG', 'K', 'IH', 'NG', 'L', 'IY']",-0.3182
6294,stinko,"['S', 'T', 'IH', 'NG', 'K', 'OW']",-0.3612
6295,stinkpot,"['S', 'T', 'IH', 'NG', 'K', 'P', 'AA', 'T']",-0.5423
6296,stinkpots,"['S', 'T', 'IH', 'NG', 'K', 'P', 'AA', 'T', 'S']",-0.1779
6297,stinks,"['S', 'T', 'IH', 'NG', 'K', 'S']",-0.25
6298,stinkweed,"['S', 'T', 'IH', 'NG', 'K', 'W', 'IY', 'D']",-0.1027
6299,stinkwood,"['S', 'T', 'IH', 'NG', 'K', 'W', 'UH', 'D']",-0.0258
6300,stinky,"['S', 'T', 'IH', 'NG', 'K', 'IY']",-0.3612
6301,stolen,"['S', 'T', 'OW', 'L', 'AH', 'N']",-0.4939
6302,stop,"['S', 'T', 'AA', 'P']",-0.296
6303,stopped,"['S', 'T', 'AA', 'P', 'T']",-0.2263
6304,stopping,"['S', 'T', 'AA', 'P', 'IH', 'NG']",-0.1531
6305,stops,"['S', 'T', 'AA', 'P', 'S']",-0.1531
6306,stout,"['S', 'T', 'AW', 'T']",0.1779
6307,straight,"['S', 'T', 'R', 'EY', 'T']",0.2263
6308,strain,"['S', 'T', 'R', 'EY', 'N']",-0.0516
6309,strained,"['S', 'T', 'R', 'EY', 'N', 'D']",-0.4019
6310,strainer,"['S', 'T', 'R', 'EY', 'N', 'ER']",-0.2023
6311,strainers,"['S', 'T', 'R', 'EY', 'N', 'ER', 'Z']",-0.0772
6312,straining,"['S', 'T', 'R', 'EY', 'N', 'IH', 'NG']",-0.3182
6313,strains,"['S', 'T', 'R', 'EY', 'N', 'Z']",-0.296
6314,strange,"['S', 'T', 'R', 'EY', 'N', 'JH']",-0.2023
6315,strangely,"['S', 'T', 'R', 'EY', 'N', 'JH', 'L', 'IY']",-0.296
6316,strangled,"['S', 'T', 'R', 'AE', 'NG', 'G', 'AH', 'L', 'D']",-0.5423
6317,strength,"['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']",0.4939
6318,strength,"['S', 'T', 'R', 'EH', 'NG', 'TH']",0.4939
6319,strengthen,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'AH', 'N']",0.3182
6320,strengthened,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'AH', 'N', 'D']",0.4215
6321,strengthener,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'AH', 'N', 'ER']",0.4215
6322,strengtheners,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'AH', 'N', 'ER', 'Z']",0.34
6323,strengthening,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'AH', 'N', 'IH', 'NG']",0.4939
6324,strengthens,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'AH', 'N', 'Z']",0.4588
6325,strengths,"['S', 'T', 'R', 'EH', 'NG', 'K', 'TH', 'S']",0.4019
6326,strengths,"['S', 'T', 'R', 'EH', 'NG', 'TH', 'S']",0.4019
6327,stress,"['S', 'T', 'R', 'EH', 'S']",-0.4215
6328,stressed,"['S', 'T', 'R', 'EH', 'S', 'T']",-0.34
6329,stresses,"['S', 'T', 'R', 'EH', 'S', 'AH', 'Z']",-0.4588
6330,stresses,"['S', 'T', 'R', 'EH', 'S', 'IH', 'Z']",-0.4588
6331,stressful,"['S', 'T', 'R', 'EH', 'S', 'F', 'AH', 'L']",-0.5106
6332,stressfully,"['S', 'T', 'R', 'EH', 'S', 'F', 'AH', 'L', 'IY']",-0.5574
6333,stressing,"['S', 'T', 'R', 'EH', 'S', 'IH', 'NG']",-0.3612
6334,stressless,"['S', 'T', 'R', 'EH', 'S', 'L', 'AH', 'S']",0.3818
6335,stresslessness,"['S', 'T', 'R', 'EH', 'S', 'L', 'AH', 'S', 'N', 'AH', 'S']",0.3818
6336,stressor,"['S', 'T', 'R', 'EH', 'S', 'ER']",-0.4215
6337,stressors,"['S', 'T', 'R', 'EH', 'S', 'ER', 'Z']",-0.4767
6338,stricken,"['S', 'T', 'R', 'IH', 'K', 'AH', 'N']",-0.5106
6339,strike,"['S', 'T', 'R', 'AY', 'K']",-0.128
6340,strikers,"['S', 'T', 'R', 'AY', 'K', 'ER', 'Z']",-0.1531
6341,strikes,"['S', 'T', 'R', 'AY', 'K', 'S']",-0.3612
6342,strong,"['S', 'T', 'R', 'AO', 'NG']",0.5106
6343,strongbox,"['S', 'T', 'R', 'AO', 'NG', 'B', 'AA', 'K', 'S']",0.1779
6344,strongboxes,"['S', 'T', 'R', 'AO', 'NG', 'B', 'AA', 'K', 'S', 'IH', 'Z']",0.0772
6345,stronger,"['S', 'T', 'R', 'AO', 'NG', 'G', 'ER']",0.3818
6346,strongest,"['S', 'T', 'R', 'AO', 'NG', 'G', 'AH', 'S', 'T']",0.4404
6347,stronghold,"['S', 'T', 'R', 'AO', 'NG', 'HH', 'OW', 'L', 'D']",0.128
6348,strongholds,"['S', 'T', 'R', 'AO', 'NG', 'HH', 'OW', 'L', 'D', 'Z']",0.25
6349,strongish,"['S', 'T', 'R', 'AO', 'NG', 'IH', 'SH']",0.4019
6350,strongly,"['S', 'T', 'R', 'AO', 'NG', 'L', 'IY']",0.2732
6351,strongman,"['S', 'T', 'R', 'AO', 'NG', 'M', 'AE', 'N']",0.1779
6352,strongmen,"['S', 'T', 'R', 'AO', 'NG', 'M', 'EH', 'N']",0.128
